"analysis_id","analysis_family","geography","geography_label","map_id","age_group","sex","frequency","wave","start","end_exclusive","observed_periods","observed_deaths","expected_lower","expected_median","expected_upper","delta_lower","delta_median","delta_upper","p_lower","p_median","p_upper","posterior_draws","status"
"us__us-sex__nevada__ge85__female","us_sex","Nevada","Nevada","NV","GE85","female","monthly","delta",2021-07-01,2022-01-01,6,1890,1495.975,1652,1821,69,238,394.025,0.0378912685337726,0.14406779661017,0.263390110528857,3000,"success"
"us__us-sex__nevada__ge85__female","us_sex","Nevada","Nevada","NV","GE85","female","monthly","omicron",2022-01-01,2024-04-01,20,6189,5131.95,5783.5,6481.1,-292.1,405.5,1057.05,-0.045069500944401,0.0701132612184949,0.205974341706436,3000,"success"
"us__us-sex__nevada__ge85__male","us_sex","Nevada","Nevada","NV","GE85","male","monthly","initial",2020-03-01,2020-11-01,8,1915,1645.975,1779,1917,-2,136,269.025,-0.00104329681794471,0.0764474423833614,0.163444169710489,3000,"success"
"us__us-sex__nevada__ge85__male","us_sex","Nevada","Nevada","NV","GE85","male","monthly","alpha",2020-11-01,2021-07-01,8,2094,1792.975,1948,2108.025,-14.025,146,301.025,-0.0066531414566469,0.0749486652977413,0.167891362615529,3000,"success"
"us__us-sex__nevada__ge85__male","us_sex","Nevada","Nevada","NV","GE85","male","monthly","delta",2021-07-01,2022-01-01,6,1508,1275,1401,1537,-29,107,233,-0.0188679245283019,0.0763740185581727,0.182745098039216,3000,"success"
"us__us-sex__nevada__ge85__male","us_sex","Nevada","Nevada","NV","GE85","male","monthly","omicron",2022-01-01,2024-04-01,20,4881,4626.925,5103,5608.025,-727.025,-222,254.075,-0.129640113269407,-0.0435038212815991,0.0549122905703174,3000,"success"
"us__us-sex__new-hampshire__0-44__female","us_sex","New Hampshire","New Hampshire","NH","0-44","female","monthly","initial",2020-03-01,2020-11-01,3,48,24,37,51.0250000000001,-3.02499999999999,11,24,-0.0592760180995474,0.297297297297297,1,3000,"success"
"us__us-sex__new-hampshire__0-44__female","us_sex","New Hampshire","New Hampshire","NH","0-44","female","monthly","alpha",2020-11-01,2021-07-01,7,83,65,85,110,-27,-2,18,-0.245454545454545,-0.0235294117647059,0.276923076923077,3000,"success"
"us__us-sex__new-hampshire__0-44__female","us_sex","New Hampshire","New Hampshire","NH","0-44","female","monthly","delta",2021-07-01,2022-01-01,5,104,45,62,82,22,42,59,0.268292682926829,0.67741935483871,1.31111111111111,3000,"success"
"us__us-sex__new-hampshire__0-44__female","us_sex","New Hampshire","New Hampshire","NH","0-44","female","monthly","omicron",2022-01-01,2024-04-01,14,195,137,172,220,-25,23,58,-0.113636363636364,0.133720930232558,0.423357664233577,3000,"success"
"us__us-sex__new-hampshire__0-44__male","us_sex","New Hampshire","New Hampshire","NH","0-44","male","monthly","initial",2020-03-01,2020-11-01,8,242,197,268,355,-113,-26,45,-0.31830985915493,-0.0970149253731343,0.228426395939086,3000,"success"
"us__us-sex__new-hampshire__0-44__male","us_sex","New Hampshire","New Hampshire","NH","0-44","male","monthly","alpha",2020-11-01,2021-07-01,8,258,170.975,249,347.025,-89.025,9,87.0250000000001,-0.256537563350889,0.036144578313253,0.508993808049536,3000,"success"
"us__us-sex__new-hampshire__0-44__male","us_sex","New Hampshire","New Hampshire","NH","0-44","male","monthly","delta",2021-07-01,2022-01-01,6,245,124,194,290,-45,51,121,-0.155172413793103,0.262886597938144,0.975806451612903,3000,"success"
"us__us-sex__new-hampshire__0-44__male","us_sex","New Hampshire","New Hampshire","NH","0-44","male","monthly","omicron",2022-01-01,2024-04-01,20,748,339.975,588,955.025,-207.025,160,408.025,-0.216774409077964,0.272108843537415,1.20016224188791,3000,"success"
"us__us-sex__new-hampshire__45-64__female","us_sex","New Hampshire","New Hampshire","NH","45-64","female","monthly","initial",2020-03-01,2020-11-01,8,524,516,572,628,-104,-48,8,-0.165605095541401,-0.0839160839160839,0.0155038759689922,3000,"success"
"us__us-sex__new-hampshire__45-64__female","us_sex","New Hampshire","New Hampshire","NH","45-64","female","monthly","alpha",2020-11-01,2021-07-01,8,543,534,595,655,-112,-52,9,-0.170992366412214,-0.0873949579831933,0.0168539325842697,3000,"success"
"us__us-sex__new-hampshire__45-64__female","us_sex","New Hampshire","New Hampshire","NH","45-64","female","monthly","delta",2021-07-01,2022-01-01,6,474,390,441,492,-18,33,84,-0.0365853658536585,0.0748299319727891,0.215384615384615,3000,"success"
"us__us-sex__new-hampshire__45-64__female","us_sex","New Hampshire","New Hampshire","NH","45-64","female","monthly","omicron",2022-01-01,2024-04-01,20,1468,1374,1518,1637.05,-169.05,-50,94,-0.103264986807889,-0.0329380764163373,0.0684133915574964,3000,"success"
"us__us-sex__new-hampshire__45-64__male","us_sex","New Hampshire","New Hampshire","NH","45-64","male","monthly","initial",2020-03-01,2020-11-01,8,931,890,963,1040,-109,-32,41,-0.104807692307692,-0.0332294911734164,0.0460674157303371,3000,"success"
"us__us-sex__new-hampshire__45-64__male","us_sex","New Hampshire","New Hampshire","NH","45-64","male","monthly","alpha",2020-11-01,2021-07-01,8,981,904,982,1063.025,-82.025,-1,77,-0.0771618530687019,-0.0010183299389002,0.0851769911504425,3000,"success"
"us__us-sex__new-hampshire__45-64__male","us_sex","New Hampshire","New Hampshire","NH","45-64","male","monthly","delta",2021-07-01,2022-01-01,6,819,680,751,823,-4,68,139,-0.00486026731470231,0.0905459387483356,0.204411764705882,3000,"success"
"us__us-sex__new-hampshire__45-64__male","us_sex","New Hampshire","New Hampshire","NH","45-64","male","monthly","omicron",2022-01-01,2024-04-01,20,2464,2314.975,2532,2722.025,-258.025,-68,149.025,-0.094791558452597,-0.0268562401263823,0.0643743501384194,3000,"success"
"us__us-sex__new-hampshire__65-84__female","us_sex","New Hampshire","New Hampshire","NH","65-84","female","monthly","initial",2020-03-01,2020-11-01,8,1718,1514.975,1637,1764.05,-46.05,81,203.025,-0.0261046717667815,0.049480757483201,0.134012124462116,3000,"success"
"us__us-sex__new-hampshire__65-84__female","us_sex","New Hampshire","New Hampshire","NH","65-84","female","monthly","alpha",2020-11-01,2021-07-01,8,1873,1632,1779,1938.025,-65.025,94,241,-0.0335521924901444,0.0528386734120292,0.147671568627451,3000,"success"
"us__us-sex__new-hampshire__65-84__female","us_sex","New Hampshire","New Hampshire","NH","65-84","female","monthly","delta",2021-07-01,2022-01-01,6,1507,1163,1285,1422.05,84.95,222,344,0.0597377536386479,0.172762645914397,0.295786758383491,3000,"success"
"us__us-sex__new-hampshire__65-84__female","us_sex","New Hampshire","New Hampshire","NH","65-84","female","monthly","omicron",2022-01-01,2024-04-01,20,4974,4060,4524,5061.075,-87.075,450,914,-0.0172048344322488,0.0994694960212202,0.22512315270936,3000,"success"
"us__us-sex__new-hampshire__65-84__male","us_sex","New Hampshire","New Hampshire","NH","65-84","male","monthly","initial",2020-03-01,2020-11-01,8,2203,1927.975,2053,2182.025,20.975,150,275.025,0.0096126356358378,0.0730638090599123,0.142649678783912,3000,"success"
"us__us-sex__new-hampshire__65-84__male","us_sex","New Hampshire","New Hampshire","NH","65-84","male","monthly","alpha",2020-11-01,2021-07-01,8,2322,1999.975,2159,2325,-3,163,322.025,-0.00129032258064516,0.0754979157017138,0.16101451975988,3000,"success"
"us__us-sex__new-hampshire__65-84__male","us_sex","New Hampshire","New Hampshire","NH","65-84","male","monthly","delta",2021-07-01,2022-01-01,6,1912,1486,1619,1760.025,151.975,293,426,0.0863482138247896,0.180975911056208,0.286675639300135,3000,"success"
"us__us-sex__new-hampshire__65-84__male","us_sex","New Hampshire","New Hampshire","NH","65-84","male","monthly","omicron",2022-01-01,2024-04-01,20,6086,5131.925,5652,6230.05,-144.05,434,954.075,-0.0231218023477438,0.0767869780608634,0.185909780583776,3000,"success"
"us__us-sex__new-hampshire__ge85__female","us_sex","New Hampshire","New Hampshire","NH","GE85","female","monthly","initial",2020-03-01,2020-11-01,8,1847,1632,1754,1888.05,-41.05,93,215,-0.0217419822213254,0.0530216647662486,0.131740196078431,3000,"success"
"us__us-sex__new-hampshire__ge85__female","us_sex","New Hampshire","New Hampshire","NH","GE85","female","monthly","alpha",2020-11-01,2021-07-01,8,1916,1749.975,1892.5,2041,-125,23.5,166.025,-0.0612444879960804,0.0124175079211382,0.0948727926161889,3000,"success"
"us__us-sex__new-hampshire__ge85__female","us_sex","New Hampshire","New Hampshire","NH","GE85","female","monthly","delta",2021-07-01,2022-01-01,6,1320,1230.975,1348,1473,-153,-28,89.0250000000001,-0.103869653767821,-0.0207715133531157,0.0723207386419925,3000,"success"
"us__us-sex__new-hampshire__ge85__female","us_sex","New Hampshire","New Hampshire","NH","GE85","female","monthly","omicron",2022-01-01,2024-04-01,20,4541,4327.95,4721,5055.025,-514.025,-180,213.05,-0.101685945305751,-0.0381275153569159,0.0492265445874705,3000,"success"
"us__us-sex__new-hampshire__ge85__male","us_sex","New Hampshire","New Hampshire","NH","GE85","male","monthly","initial",2020-03-01,2020-11-01,8,1250,1082,1159,1241,9,91,168,0.0072522159548751,0.0785159620362381,0.155268022181146,3000,"success"
"us__us-sex__new-hampshire__ge85__male","us_sex","New Hampshire","New Hampshire","NH","GE85","male","monthly","alpha",2020-11-01,2021-07-01,8,1229,1183,1271,1363,-134,-42,46,-0.0983125458547322,-0.033044846577498,0.0388841927303466,3000,"success"
"us__us-sex__new-hampshire__ge85__male","us_sex","New Hampshire","New Hampshire","NH","GE85","male","monthly","delta",2021-07-01,2022-01-01,6,889,842.975,917,988,-99,-28,46.0250000000001,-0.100202429149798,-0.0305343511450382,0.0545983339109561,3000,"success"
"us__us-sex__new-hampshire__ge85__male","us_sex","New Hampshire","New Hampshire","NH","GE85","male","monthly","omicron",2022-01-01,2024-04-01,20,2991,3056.975,3265,3464.025,-473.025,-274,-65.9749999999999,-0.136553573927997,-0.0839203675344563,-0.0215817899054098,3000,"success"
"us__us-sex__new-jersey__0-44__female","us_sex","New Jersey","New Jersey","NJ","0-44","female","monthly","initial",2020-03-01,2020-11-01,8,1079,896,996,1095,-16,83,183,-0.0146118721461187,0.0833333333333333,0.204241071428571,3000,"success"
"us__us-sex__new-jersey__0-44__female","us_sex","New Jersey","New Jersey","NJ","0-44","female","monthly","alpha",2020-11-01,2021-07-01,8,1062,883,1000,1124,-62,62,179,-0.0551601423487545,0.062,0.202718006795017,3000,"success"
"us__us-sex__new-jersey__0-44__female","us_sex","New Jersey","New Jersey","NJ","0-44","female","monthly","delta",2021-07-01,2022-01-01,6,813,667,776,889,-76,37,146,-0.0854893138357705,0.047680412371134,0.218890554722639,3000,"success"
"us__us-sex__new-jersey__0-44__female","us_sex","New Jersey","New Jersey","NJ","0-44","female","monthly","omicron",2022-01-01,2024-04-01,20,2406,2166.975,2598,3035.1,-629.1,-192,239.025,-0.207274850339328,-0.0739030023094688,0.110303539493818,3000,"success"
"us__us-sex__new-jersey__0-44__male","us_sex","New Jersey","New Jersey","NJ","0-44","male","monthly","initial",2020-03-01,2020-11-01,8,2563,1935.925,2171.5,2406.025,156.975,391.5,627.075,0.065242468713965,0.180290184611652,0.323915001998777,3000,"success"
"us__us-sex__new-jersey__0-44__male","us_sex","New Jersey","New Jersey","NJ","0-44","male","monthly","alpha",2020-11-01,2021-07-01,8,2377,1851.975,2134.5,2418,-41,242.5,525.025,-0.0169561621174524,0.113609805776444,0.283494656732162,3000,"success"
"us__us-sex__new-jersey__0-44__male","us_sex","New Jersey","New Jersey","NJ","0-44","male","monthly","delta",2021-07-01,2022-01-01,6,1802,1394.975,1665,1934,-132,137,407.025,-0.0682523267838676,0.0822822822822823,0.29177943876213,3000,"success"
"us__us-sex__new-jersey__0-44__male","us_sex","New Jersey","New Jersey","NJ","0-44","male","monthly","omicron",2022-01-01,2024-04-01,20,5372,4441,5533,6625.025,-1253.025,-161,931,-0.18913513488886,-0.0290981384420748,0.209637469038505,3000,"success"
"us__us-sex__new-jersey__45-64__female","us_sex","New Jersey","New Jersey","NJ","45-64","female","monthly","initial",2020-03-01,2020-11-01,8,4162,3150,3309,3452,710,853,1012,0.205677867902665,0.257781807192505,0.321269841269841,3000,"success"
"us__us-sex__new-jersey__45-64__female","us_sex","New Jersey","New Jersey","NJ","45-64","female","monthly","alpha",2020-11-01,2021-07-01,8,4149,3234,3419,3581,568,730,915,0.158614912035744,0.213512723018426,0.282931354359926,3000,"success"
"us__us-sex__new-jersey__45-64__female","us_sex","New Jersey","New Jersey","NJ","45-64","female","monthly","delta",2021-07-01,2022-01-01,6,2771,2343.95,2506,2645,126,265,427.05,0.0476370510396975,0.105746209098164,0.182192473907252,3000,"success"
"us__us-sex__new-jersey__45-64__female","us_sex","New Jersey","New Jersey","NJ","45-64","female","monthly","omicron",2022-01-01,2024-04-01,20,8551,7867.9,8458.5,8869.025,-318.025,92.5,683.1,-0.035857943500047,0.0109357486409275,0.0868211408251408,3000,"success"
"us__us-sex__new-jersey__45-64__male","us_sex","New Jersey","New Jersey","NJ","45-64","male","monthly","initial",2020-03-01,2020-11-01,8,7640,5016,5208,5405.025,2234.975,2432,2624,0.413499476204704,0.466973886328725,0.523125996810207,3000,"success"
"us__us-sex__new-jersey__45-64__male","us_sex","New Jersey","New Jersey","NJ","45-64","male","monthly","alpha",2020-11-01,2021-07-01,8,6799,5160.975,5380,5596.025,1202.975,1419,1638.025,0.214969555227368,0.263754646840149,0.317386735301584,3000,"success"
"us__us-sex__new-jersey__45-64__male","us_sex","New Jersey","New Jersey","NJ","45-64","male","monthly","delta",2021-07-01,2022-01-01,6,4645,3768,3961,4155.025,489.975,684,877,0.117923479776097,0.172683665740974,0.232749469214437,3000,"success"
"us__us-sex__new-jersey__45-64__male","us_sex","New Jersey","New Jersey","NJ","45-64","male","monthly","omicron",2022-01-01,2024-04-01,20,13574,12894.9,13443.5,13992.075,-418.075,130.5,679.1,-0.029879412795675,0.0097072948842837,0.0526642340651502,3000,"success"
"us__us-sex__new-jersey__65-84__female","us_sex","New Jersey","New Jersey","NJ","65-84","female","monthly","initial",2020-03-01,2020-11-01,8,12737,8950.975,9375.5,9789.025,2947.975,3361.5,3786.025,0.30115103426946,0.358540881683732,0.422973475389598,3000,"success"
"us__us-sex__new-jersey__65-84__female","us_sex","New Jersey","New Jersey","NJ","65-84","female","monthly","alpha",2020-11-01,2021-07-01,8,11649,9444,9959,10523.025,1125.975,1690,2205,0.107001076455104,0.169695752585601,0.233481575603558,3000,"success"
"us__us-sex__new-jersey__65-84__female","us_sex","New Jersey","New Jersey","NJ","65-84","female","monthly","delta",2021-07-01,2022-01-01,6,8137,6706.825,7161.5,7653.05,483.95,975.5,1430.175,0.0632362278493264,0.136214485745163,0.213241767344877,3000,"success"
"us__us-sex__new-jersey__65-84__female","us_sex","New Jersey","New Jersey","NJ","65-84","female","monthly","omicron",2022-01-01,2024-04-01,20,26442,22776.825,24686.5,26722.25,-280.25,1755.5,3665.175,-0.010487511709253,0.0711117416744836,0.160916855658949,3000,"success"
"us__us-sex__new-jersey__65-84__male","us_sex","New Jersey","New Jersey","NJ","65-84","male","monthly","initial",2020-03-01,2020-11-01,8,15185,10412.95,10831.5,11288.075,3896.925,4353.5,4772.05,0.345224941022876,0.401929560297068,0.458280315727711,3000,"success"
"us__us-sex__new-jersey__65-84__male","us_sex","New Jersey","New Jersey","NJ","65-84","male","monthly","alpha",2020-11-01,2021-07-01,8,14167,10903.975,11489,12049.175,2117.825,2678,3263.025,0.175765155413834,0.23309252328314,0.29925096149841,3000,"success"
"us__us-sex__new-jersey__65-84__male","us_sex","New Jersey","New Jersey","NJ","65-84","male","monthly","delta",2021-07-01,2022-01-01,6,9090,7965.975,8448,8972,118,642,1124.025,0.0131520285332144,0.0759943181818182,0.141103255218861,3000,"success"
"us__us-sex__new-jersey__65-84__male","us_sex","New Jersey","New Jersey","NJ","65-84","male","monthly","omicron",2022-01-01,2024-04-01,20,30243,27167.45,29315,31586.025,-1343.025,928,3075.55,-0.0425195952723121,0.0316561487293195,0.113207182999649,3000,"success"
"us__us-sex__new-jersey__ge85__female","us_sex","New Jersey","New Jersey","NJ","GE85","female","monthly","initial",2020-03-01,2020-11-01,8,14407,10515.975,11054,11645.025,2761.975,3353,3891.025,0.237180684677741,0.303329111633798,0.370010864724939,3000,"success"
"us__us-sex__new-jersey__ge85__female","us_sex","New Jersey","New Jersey","NJ","GE85","female","monthly","alpha",2020-11-01,2021-07-01,8,11844,11215.95,11965,12707.075,-863.075,-121,628.05,-0.0679208223696003,-0.0101128290848308,0.0559961491609098,3000,"success"
"us__us-sex__new-jersey__ge85__female","us_sex","New Jersey","New Jersey","NJ","GE85","female","monthly","delta",2021-07-01,2022-01-01,6,8371,7857.875,8435.5,9048.025,-677.025,-64.5,513.125,-0.0748257213599521,-0.00764625340406079,0.0653007438605994,3000,"success"
"us__us-sex__new-jersey__ge85__female","us_sex","New Jersey","New Jersey","NJ","GE85","female","monthly","omicron",2022-01-01,2024-04-01,20,27349,26859.625,29183,31303.025,-3954.025,-1834,489.375000000001,-0.126314469586236,-0.0628448069081314,0.0182197334481464,3000,"success"
"us__us-sex__new-jersey__ge85__male","us_sex","New Jersey","New Jersey","NJ","GE85","male","monthly","initial",2020-03-01,2020-11-01,8,8406,6229.9,6570,6916,1490,1836,2176.1,0.215442452284558,0.279452054794521,0.349299360265732,3000,"success"
"us__us-sex__new-jersey__ge85__male","us_sex","New Jersey","New Jersey","NJ","GE85","male","monthly","alpha",2020-11-01,2021-07-01,8,7567,6759.95,7172.5,7584.05,-17.05,394.5,807.05,-0.00224813749595357,0.0550017478943821,0.119386980103353,3000,"success"
"us__us-sex__new-jersey__ge85__male","us_sex","New Jersey","New Jersey","NJ","GE85","male","monthly","delta",2021-07-01,2022-01-01,6,4901,4657.95,5013,5362,-461,-112,243.05,-0.0859753823200298,-0.0223419110313186,0.0521796116388463,3000,"success"
"us__us-sex__new-jersey__ge85__male","us_sex","New Jersey","New Jersey","NJ","GE85","male","monthly","omicron",2022-01-01,2024-04-01,20,16727,16229.95,17640,18943.075,-2216.075,-913,497.05,-0.116986022056903,-0.0517573696145125,0.0306254798192303,3000,"success"
"us__us-sex__new-mexico__0-44__female","us_sex","New Mexico","New Mexico","NM","0-44","female","monthly","initial",2020-03-01,2020-11-01,8,437,260,331,422,15,106,177,0.0355450236966825,0.3202416918429,0.680769230769231,3000,"success"
"us__us-sex__new-mexico__0-44__female","us_sex","New Mexico","New Mexico","NM","0-44","female","monthly","alpha",2020-11-01,2021-07-01,8,546,261,335,434,112,211,285,0.258064516129032,0.629850746268657,1.09195402298851,3000,"success"
"us__us-sex__new-mexico__0-44__female","us_sex","New Mexico","New Mexico","NM","0-44","female","monthly","delta",2021-07-01,2022-01-01,6,483,195,260,349,134,223,288,0.383954154727794,0.857692307692308,1.47692307692308,3000,"success"
"us__us-sex__new-mexico__0-44__female","us_sex","New Mexico","New Mexico","NM","0-44","female","monthly","omicron",2022-01-01,2024-04-01,20,1138,729,900,1184.025,-46.025,238,409,-0.0388716287490022,0.264444444444444,0.561042524005487,3000,"success"
"us__us-sex__new-mexico__0-44__male","us_sex","New Mexico","New Mexico","NM","0-44","male","monthly","initial",2020-03-01,2020-11-01,8,1067,804.975,900,1010.025,56.975,167,262.025,0.0564095200321219,0.185555555555556,0.325507053243101,3000,"success"
"us__us-sex__new-mexico__0-44__male","us_sex","New Mexico","New Mexico","NM","0-44","male","monthly","alpha",2020-11-01,2021-07-01,8,1191,784,890,1026,165,301,407,0.160818713450292,0.338202247191011,0.519132653061224,3000,"success"
"us__us-sex__new-mexico__0-44__male","us_sex","New Mexico","New Mexico","NM","0-44","male","monthly","delta",2021-07-01,2022-01-01,6,1132,602,699,828,304,433,530,0.367149758454106,0.619456366237482,0.880398671096346,3000,"success"
"us__us-sex__new-mexico__0-44__male","us_sex","New Mexico","New Mexico","NM","0-44","male","monthly","omicron",2022-01-01,2024-04-01,20,2897,2095,2451,2988,-91,446,802,-0.0304551539491299,0.181966544267646,0.382816229116945,3000,"success"
"us__us-sex__new-mexico__45-64__female","us_sex","New Mexico","New Mexico","NM","45-64","female","monthly","initial",2020-03-01,2020-11-01,8,1133,908,991,1075.025,57.975,142,225,0.0539290006051699,0.143289606458123,0.247797356828194,3000,"success"
"us__us-sex__new-mexico__45-64__female","us_sex","New Mexico","New Mexico","NM","45-64","female","monthly","alpha",2020-11-01,2021-07-01,8,1337,925,1020,1114.025,222.975,317,412,0.20015262335864,0.31078431372549,0.445405405405405,3000,"success"
"us__us-sex__new-mexico__45-64__female","us_sex","New Mexico","New Mexico","NM","45-64","female","monthly","delta",2021-07-01,2022-01-01,6,1086,680,757,839,247,329,406,0.294398092967819,0.434610303830911,0.597058823529412,3000,"success"
"us__us-sex__new-mexico__45-64__female","us_sex","New Mexico","New Mexico","NM","45-64","female","monthly","omicron",2022-01-01,2024-04-01,20,2737,2298.975,2573,2845,-108,164,438.025,-0.0379613356766257,0.0637388262728333,0.190530568026133,3000,"success"
"us__us-sex__new-mexico__45-64__male","us_sex","New Mexico","New Mexico","NM","45-64","male","monthly","initial",2020-03-01,2020-11-01,8,1923,1503.975,1605,1711,212,318,419.025,0.123904149620105,0.198130841121495,0.278611692837729,3000,"success"
"us__us-sex__new-mexico__45-64__male","us_sex","New Mexico","New Mexico","NM","45-64","male","monthly","alpha",2020-11-01,2021-07-01,8,2334,1545,1667,1798,536,667,789,0.298109010011123,0.400119976004799,0.510679611650485,3000,"success"
"us__us-sex__new-mexico__45-64__male","us_sex","New Mexico","New Mexico","NM","45-64","male","monthly","delta",2021-07-01,2022-01-01,6,1914,1121,1226,1341,573,688,793,0.427293064876958,0.561174551386623,0.707404103479037,3000,"success"
"us__us-sex__new-mexico__45-64__male","us_sex","New Mexico","New Mexico","NM","45-64","male","monthly","omicron",2022-01-01,2024-04-01,20,4698,3800,4179,4584.025,113.975,519,898,0.0248635217845581,0.124192390524049,0.236315789473684,3000,"success"
"us__us-sex__new-mexico__65-84__female","us_sex","New Mexico","New Mexico","NM","65-84","female","monthly","initial",2020-03-01,2020-11-01,8,2865,2271.975,2419,2571,294,446,593.025,0.114352392065344,0.184373708143861,0.2610174027155,3000,"success"
"us__us-sex__new-mexico__65-84__female","us_sex","New Mexico","New Mexico","NM","65-84","female","monthly","alpha",2020-11-01,2021-07-01,8,3363,2446,2618.5,2799.025,563.975,744.5,917,0.201489808222324,0.284323132564491,0.374897792313982,3000,"success"
"us__us-sex__new-mexico__65-84__female","us_sex","New Mexico","New Mexico","NM","65-84","female","monthly","delta",2021-07-01,2022-01-01,6,2501,1710.975,1856,2005,496,645,790.025,0.247381546134663,0.347521551724138,0.461739663546163,3000,"success"
"us__us-sex__new-mexico__65-84__female","us_sex","New Mexico","New Mexico","NM","65-84","female","monthly","omicron",2022-01-01,2024-04-01,20,7609,6082.875,6598,7141.175,467.825,1011,1526.125,0.0655109527553829,0.153228250985147,0.250888786208897,3000,"success"
"us__us-sex__new-mexico__65-84__male","us_sex","New Mexico","New Mexico","NM","65-84","male","monthly","initial",2020-03-01,2020-11-01,8,3411,2956,3131,3303.05,107.95,280,455,0.0326819244229905,0.0894282976684765,0.153924221921516,3000,"success"
"us__us-sex__new-mexico__65-84__male","us_sex","New Mexico","New Mexico","NM","65-84","male","monthly","alpha",2020-11-01,2021-07-01,8,4318,3187.975,3395,3607.025,710.975,923,1130.025,0.197108422616285,0.271870397643593,0.354464828099096,3000,"success"
"us__us-sex__new-mexico__65-84__male","us_sex","New Mexico","New Mexico","NM","65-84","male","monthly","delta",2021-07-01,2022-01-01,6,3160,2255,2442,2629,531,718,905,0.201977938379612,0.294021294021294,0.401330376940133,3000,"success"
"us__us-sex__new-mexico__65-84__male","us_sex","New Mexico","New Mexico","NM","65-84","male","monthly","omicron",2022-01-01,2024-04-01,20,9353,7938,8705.5,9433,-80,647.5,1415,-0.00848086504823492,0.0743782701571919,0.178256487780297,3000,"success"
"us__us-sex__new-mexico__ge85__female","us_sex","New Mexico","New Mexico","NM","GE85","female","monthly","initial",2020-03-01,2020-11-01,8,2208,1910,2039,2172,36,169,298,0.0165745856353591,0.0828837665522315,0.156020942408377,3000,"success"
"us__us-sex__new-mexico__ge85__female","us_sex","New Mexico","New Mexico","NM","GE85","female","monthly","alpha",2020-11-01,2021-07-01,8,2480,2065.975,2213,2363,117,267,414.025,0.0495133305120609,0.120650700406688,0.200401754217365,3000,"success"
"us__us-sex__new-mexico__ge85__female","us_sex","New Mexico","New Mexico","NM","GE85","female","monthly","delta",2021-07-01,2022-01-01,6,1691,1432,1547,1666,25,144,259,0.0150060024009604,0.0930833872010343,0.18086592178771,3000,"success"
"us__us-sex__new-mexico__ge85__female","us_sex","New Mexico","New Mexico","NM","GE85","female","monthly","omicron",2022-01-01,2024-04-01,20,5481,5139.975,5503,5836.05,-355.05,-22,341.025,-0.0608373787604598,-0.00399781937125204,0.066347599950936,3000,"success"
"us__us-sex__new-mexico__ge85__male","us_sex","New Mexico","New Mexico","NM","GE85","male","monthly","initial",2020-03-01,2020-11-01,8,1538,1354.975,1455.5,1557,-19,82.5,183.025,-0.0122029543994862,0.0566816774291001,0.135076308000894,3000,"success"
"us__us-sex__new-mexico__ge85__male","us_sex","New Mexico","New Mexico","NM","GE85","male","monthly","alpha",2020-11-01,2021-07-01,8,1772,1470,1582,1690,82,190,302,0.0485207100591716,0.120101137800253,0.205442176870748,3000,"success"
"us__us-sex__new-mexico__ge85__male","us_sex","New Mexico","New Mexico","NM","GE85","male","monthly","delta",2021-07-01,2022-01-01,6,1287,1025,1118,1213.025,73.975,169,262,0.0609839214386703,0.151162790697674,0.255609756097561,3000,"success"
"us__us-sex__new-mexico__ge85__male","us_sex","New Mexico","New Mexico","NM","GE85","male","monthly","omicron",2022-01-01,2024-04-01,20,4046,3724,4011,4248.075,-202.075,35,322,-0.0475685930329454,0.0087260034904014,0.0864661654135338,3000,"success"
"us__us-sex__new-york__0-44__female","us_sex","New York","New York","NY","0-44","female","monthly","initial",2020-03-01,2020-11-01,8,2415,1736,1915,2093.025,321.975,500,679,0.153832378223496,0.261096605744125,0.391129032258065,3000,"success"
"us__us-sex__new-york__0-44__female","us_sex","New York","New York","NY","0-44","female","monthly","alpha",2020-11-01,2021-07-01,8,2309,1709.95,1910,2118.025,190.975,399,599.05,0.0901665525857378,0.208900523560209,0.350331926126793,3000,"success"
"us__us-sex__new-york__0-44__female","us_sex","New York","New York","NY","0-44","female","monthly","delta",2021-07-01,2022-01-01,6,1845,1268.975,1452,1641,204,393,576.025,0.124314442413163,0.270661157024793,0.453929374454662,3000,"success"
"us__us-sex__new-york__0-44__female","us_sex","New York","New York","NY","0-44","female","monthly","omicron",2022-01-01,2024-04-01,20,5774,4052,4737,5427.05,346.95,1037,1722,0.0639297627822493,0.218914925058054,0.42497532082922,3000,"success"
"us__us-sex__new-york__0-44__male","us_sex","New York","New York","NY","0-44","male","monthly","initial",2020-03-01,2020-11-01,8,5720,3737,4105,4449,1271,1615,1983,0.285682175769836,0.393422655298417,0.530639550441531,3000,"success"
"us__us-sex__new-york__0-44__male","us_sex","New York","New York","NY","0-44","male","monthly","alpha",2020-11-01,2021-07-01,8,4776,3558.95,3976,4376.025,399.975,800,1217.05,0.0914014444793897,0.201207243460765,0.341968849459487,3000,"success"
"us__us-sex__new-york__0-44__male","us_sex","New York","New York","NY","0-44","male","monthly","delta",2021-07-01,2022-01-01,6,4082,2731,3075.5,3474.025,607.975,1006.5,1351,0.175005939290019,0.327263894615539,0.494690589527646,3000,"success"
"us__us-sex__new-york__0-44__male","us_sex","New York","New York","NY","0-44","male","monthly","omicron",2022-01-01,2024-04-01,20,12171,8876.875,10266,11631.125,539.875,1905,3294.125,0.0464164089717209,0.185563997662186,0.371090625267596,3000,"success"
